date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:18:01	95874/95874	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2018%20Dec%202022%2008:08:48%20GMT	https://edublink.react.devsblink.com/_next/static/chunks/4752-6d60330ca16895e1.js	C:/Users/HP1/Documents/Workspace/Battle/templateSchool/edublink.react.devsblink.com/_next/static/chunks/4752-6d60330ca16895e1.js	(from https://edublink.react.devsblink.com/)
15:18:01	13350/13350	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2018%20Dec%202022%2008:08:48%20GMT	https://edublink.react.devsblink.com/_next/static/chunks/2053-d17c142e53a71c00.js	C:/Users/HP1/Documents/Workspace/Battle/templateSchool/edublink.react.devsblink.com/_next/static/chunks/2053-d17c142e53a71c00.js	(from https://edublink.react.devsblink.com/)
15:18:02	97751/97751	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2018%20Dec%202022%2008:08:48%20GMT	https://edublink.react.devsblink.com/_next/static/chunks/8494-db8f1df98ff7a6e0.js	C:/Users/HP1/Documents/Workspace/Battle/templateSchool/edublink.react.devsblink.com/_next/static/chunks/8494-db8f1df98ff7a6e0.js	(from https://edublink.react.devsblink.com/)
15:18:02	18525/18525	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2018%20Dec%202022%2008:08:48%20GMT	https://edublink.react.devsblink.com/_next/static/chunks/533-867d7e4ba92db33e.js	C:/Users/HP1/Documents/Workspace/Battle/templateSchool/edublink.react.devsblink.com/_next/static/chunks/533-867d7e4ba92db33e.js	(from https://edublink.react.devsblink.com/)
15:18:02	10096/10096	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2018%20Dec%202022%2008:08:48%20GMT	https://edublink.react.devsblink.com/_next/static/chunks/536-b3d3281be67c9d4e.js	C:/Users/HP1/Documents/Workspace/Battle/templateSchool/edublink.react.devsblink.com/_next/static/chunks/536-b3d3281be67c9d4e.js	(from https://edublink.react.devsblink.com/)
15:18:02	41054/41054	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2018%20Dec%202022%2008:08:48%20GMT	https://edublink.react.devsblink.com/_next/static/chunks/206-7262a21904e723d6.js	C:/Users/HP1/Documents/Workspace/Battle/templateSchool/edublink.react.devsblink.com/_next/static/chunks/206-7262a21904e723d6.js	(from https://edublink.react.devsblink.com/)
15:18:02	30031/30031	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2018%20Dec%202022%2008:08:48%20GMT	https://edublink.react.devsblink.com/_next/static/chunks/8825-4da2df3df7026494.js	C:/Users/HP1/Documents/Workspace/Battle/templateSchool/edublink.react.devsblink.com/_next/static/chunks/8825-4da2df3df7026494.js	(from https://edublink.react.devsblink.com/)
15:18:03	32290/32290	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2018%20Dec%202022%2008:08:48%20GMT	https://edublink.react.devsblink.com/_next/static/chunks/pages/index-145d95d511c130e7.js	C:/Users/HP1/Documents/Workspace/Battle/templateSchool/edublink.react.devsblink.com/_next/static/chunks/pages/index-145d95d511c130e7.js	(from https://edublink.react.devsblink.com/)
15:18:03	6381/6381	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2018%20Dec%202022%2008:08:48%20GMT	https://edublink.react.devsblink.com/_next/static/XzeQpZCjA9ZvXqAYUhbXE/_buildManifest.js	C:/Users/HP1/Documents/Workspace/Battle/templateSchool/edublink.react.devsblink.com/_next/static/XzeQpZCjA9ZvXqAYUhbXE/_buildManifest.js	(from https://edublink.react.devsblink.com/)
15:18:03	206/206	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2018%20Dec%202022%2008:08:48%20GMT	https://edublink.react.devsblink.com/_next/static/XzeQpZCjA9ZvXqAYUhbXE/_ssgManifest.js	C:/Users/HP1/Documents/Workspace/Battle/templateSchool/edublink.react.devsblink.com/_next/static/XzeQpZCjA9ZvXqAYUhbXE/_ssgManifest.js	(from https://edublink.react.devsblink.com/)
15:18:04	19136/19136	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Dec%202022%2008:08:49%20GMT	https://edublink.react.devsblink.com/sign-in	C:/Users/HP1/Documents/Workspace/Battle/templateSchool/edublink.react.devsblink.com/sign-in.html	(from https://edublink.react.devsblink.com/)
15:18:04	4688/4688	---M--	200	added ('OK')	image/png	date:Sun,%2018%20Dec%202022%2008:08:48%20GMT	https://edublink.react.devsblink.com/assets/images/logo/logo-dark.png	C:/Users/HP1/Documents/Workspace/Battle/templateSchool/edublink.react.devsblink.com/assets/images/logo/logo-dark.png	(from https://edublink.react.devsblink.com/)
15:18:04	4652/4652	---M--	200	added ('OK')	image/png	date:Sun,%2018%20Dec%202022%2008:08:48%20GMT	https://edublink.react.devsblink.com/assets/images/logo/logo-white.png	C:/Users/HP1/Documents/Workspace/Battle/templateSchool/edublink.react.devsblink.com/assets/images/logo/logo-white.png	(from https://edublink.react.devsblink.com/)
15:18:04	32965/32965	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Dec%202022%2008:08:49%20GMT	https://edublink.react.devsblink.com/course-style-1	C:/Users/HP1/Documents/Workspace/Battle/templateSchool/edublink.react.devsblink.com/course-style-1.html	(from https://edublink.react.devsblink.com/)
15:18:05	53768/53768	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Dec%202022%2008:08:49%20GMT	https://edublink.react.devsblink.com/home-distant-learning	C:/Users/HP1/Documents/Workspace/Battle/templateSchool/edublink.react.devsblink.com/home-distant-learning.html	(from https://edublink.react.devsblink.com/)
15:18:05	45683/45683	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Dec%202022%2008:08:49%20GMT	https://edublink.react.devsblink.com/home-university	C:/Users/HP1/Documents/Workspace/Battle/templateSchool/edublink.react.devsblink.com/home-university.html	(from https://edublink.react.devsblink.com/)
15:18:05	43933/43933	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Dec%202022%2008:08:49%20GMT	https://edublink.react.devsblink.com/home-online-academy	C:/Users/HP1/Documents/Workspace/Battle/templateSchool/edublink.react.devsblink.com/home-online-academy.html	(from https://edublink.react.devsblink.com/)
15:18:06	54535/54535	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Dec%202022%2008:08:49%20GMT	https://edublink.react.devsblink.com/home-kitchen	C:/Users/HP1/Documents/Workspace/Battle/templateSchool/edublink.react.devsblink.com/home-kitchen.html	(from https://edublink.react.devsblink.com/)
15:18:06	36485/36485	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Dec%202022%2008:08:49%20GMT	https://edublink.react.devsblink.com/home-yoga-instructor	C:/Users/HP1/Documents/Workspace/Battle/templateSchool/edublink.react.devsblink.com/home-yoga-instructor.html	(from https://edublink.react.devsblink.com/)
15:18:06	40416/40416	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Dec%202022%2008:08:49%20GMT	https://edublink.react.devsblink.com/home-kindergarten	C:/Users/HP1/Documents/Workspace/Battle/templateSchool/edublink.react.devsblink.com/home-kindergarten.html	(from https://edublink.react.devsblink.com/)
15:18:06	40411/40411	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Dec%202022%2008:08:49%20GMT	https://edublink.react.devsblink.com/home-modern-schooling	C:/Users/HP1/Documents/Workspace/Battle/templateSchool/edublink.react.devsblink.com/home-modern-schooling.html	(from https://edublink.react.devsblink.com/)
15:18:07	27239/27239	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Dec%202022%2008:08:49%20GMT	https://edublink.react.devsblink.com/landing-demo	C:/Users/HP1/Documents/Workspace/Battle/templateSchool/edublink.react.devsblink.com/landing-demo.html	(from https://edublink.react.devsblink.com/)
15:18:07	29298/29298	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Dec%202022%2008:08:49%20GMT	https://edublink.react.devsblink.com/about-1	C:/Users/HP1/Documents/Workspace/Battle/templateSchool/edublink.react.devsblink.com/about-1.html	(from https://edublink.react.devsblink.com/)
15:18:07	30514/30514	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Dec%202022%2008:08:49%20GMT	https://edublink.react.devsblink.com/about-2	C:/Users/HP1/Documents/Workspace/Battle/templateSchool/edublink.react.devsblink.com/about-2.html	(from https://edublink.react.devsblink.com/)
15:18:08	29831/29831	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Dec%202022%2008:08:49%20GMT	https://edublink.react.devsblink.com/about-3	C:/Users/HP1/Documents/Workspace/Battle/templateSchool/edublink.react.devsblink.com/about-3.html	(from https://edublink.react.devsblink.com/)
15:18:08	21606/21606	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Dec%202022%2008:08:49%20GMT	https://edublink.react.devsblink.com/team-1	C:/Users/HP1/Documents/Workspace/Battle/templateSchool/edublink.react.devsblink.com/team-1.html	(from https://edublink.react.devsblink.com/)
15:18:08	23289/23289	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Dec%202022%2008:08:49%20GMT	https://edublink.react.devsblink.com/team-2	C:/Users/HP1/Documents/Workspace/Battle/templateSchool/edublink.react.devsblink.com/team-2.html	(from https://edublink.react.devsblink.com/)
15:18:08	21188/21188	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Dec%202022%2008:08:49%20GMT	https://edublink.react.devsblink.com/team-3	C:/Users/HP1/Documents/Workspace/Battle/templateSchool/edublink.react.devsblink.com/team-3.html	(from https://edublink.react.devsblink.com/)
15:18:09	34756/34756	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Dec%202022%2008:08:49%20GMT	https://edublink.react.devsblink.com/team-details	C:/Users/HP1/Documents/Workspace/Battle/templateSchool/edublink.react.devsblink.com/team-details.html	(from https://edublink.react.devsblink.com/)
15:18:09	19320/19320	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Dec%202022%2008:08:49%20GMT	https://edublink.react.devsblink.com/pricing-table	C:/Users/HP1/Documents/Workspace/Battle/templateSchool/edublink.react.devsblink.com/pricing-table.html	(from https://edublink.react.devsblink.com/)
15:18:09	20663/20663	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Dec%202022%2008:08:49%20GMT	https://edublink.react.devsblink.com/gallery-grid	C:/Users/HP1/Documents/Workspace/Battle/templateSchool/edublink.react.devsblink.com/gallery-grid.html	(from https://edublink.react.devsblink.com/)
15:18:10	20269/20269	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Dec%202022%2008:08:49%20GMT	https://edublink.react.devsblink.com/gallery-masonry	C:/Users/HP1/Documents/Workspace/Battle/templateSchool/edublink.react.devsblink.com/gallery-masonry.html	(from https://edublink.react.devsblink.com/)
15:18:10	16744/16744	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Dec%202022%2008:08:49%20GMT	https://edublink.react.devsblink.com/event-grid	C:/Users/HP1/Documents/Workspace/Battle/templateSchool/edublink.react.devsblink.com/event-grid.html	(from https://edublink.react.devsblink.com/)
15:18:10	24723/24723	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Dec%202022%2008:08:49%20GMT	https://edublink.react.devsblink.com/event-list	C:/Users/HP1/Documents/Workspace/Battle/templateSchool/edublink.react.devsblink.com/event-list.html	(from https://edublink.react.devsblink.com/)
15:18:10	22822/22822	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Dec%202022%2008:08:49%20GMT	https://edublink.react.devsblink.com/event-details	C:/Users/HP1/Documents/Workspace/Battle/templateSchool/edublink.react.devsblink.com/event-details.html	(from https://edublink.react.devsblink.com/)
15:18:11	20266/20266	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Dec%202022%2008:08:49%20GMT	https://edublink.react.devsblink.com/purchase-guide	C:/Users/HP1/Documents/Workspace/Battle/templateSchool/edublink.react.devsblink.com/purchase-guide.html	(from https://edublink.react.devsblink.com/)
15:18:11	17292/17292	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Dec%202022%2008:08:49%20GMT	https://edublink.react.devsblink.com/404	C:/Users/HP1/Documents/Workspace/Battle/templateSchool/edublink.react.devsblink.com/404.html	(from https://edublink.react.devsblink.com/)
15:18:11	4157/4157	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Dec%202022%2008:08:49%20GMT	https://edublink.react.devsblink.com/coming-soon	C:/Users/HP1/Documents/Workspace/Battle/templateSchool/edublink.react.devsblink.com/coming-soon.html	(from https://edublink.react.devsblink.com/)
15:18:12	36434/36434	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Dec%202022%2008:08:49%20GMT	https://edublink.react.devsblink.com/faq	C:/Users/HP1/Documents/Workspace/Battle/templateSchool/edublink.react.devsblink.com/faq.html	(from https://edublink.react.devsblink.com/)
15:18:12	20837/20837	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Dec%202022%2008:08:49%20GMT	https://edublink.react.devsblink.com/privacy-policy	C:/Users/HP1/Documents/Workspace/Battle/templateSchool/edublink.react.devsblink.com/privacy-policy.html	(from https://edublink.react.devsblink.com/)
15:18:12	19965/19965	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Dec%202022%2008:08:49%20GMT	https://edublink.react.devsblink.com/terms-condition	C:/Users/HP1/Documents/Workspace/Battle/templateSchool/edublink.react.devsblink.com/terms-condition.html	(from https://edublink.react.devsblink.com/)
15:18:13	16687/16687	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Dec%202022%2008:08:49%20GMT	https://edublink.react.devsblink.com/cart	C:/Users/HP1/Documents/Workspace/Battle/templateSchool/edublink.react.devsblink.com/cart.html	(from https://edublink.react.devsblink.com/)
15:18:13	16697/16697	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Dec%202022%2008:08:49%20GMT	https://edublink.react.devsblink.com/wishlist	C:/Users/HP1/Documents/Workspace/Battle/templateSchool/edublink.react.devsblink.com/wishlist.html	(from https://edublink.react.devsblink.com/)
15:18:13	19632/19632	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Dec%202022%2008:08:49%20GMT	https://edublink.react.devsblink.com/checkout	C:/Users/HP1/Documents/Workspace/Battle/templateSchool/edublink.react.devsblink.com/checkout.html	(from https://edublink.react.devsblink.com/)
15:18:13	23363/23363	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Dec%202022%2008:08:49%20GMT	https://edublink.react.devsblink.com/course-style-2	C:/Users/HP1/Documents/Workspace/Battle/templateSchool/edublink.react.devsblink.com/course-style-2.html	(from https://edublink.react.devsblink.com/)
15:18:14	29834/29834	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Dec%202022%2008:08:49%20GMT	https://edublink.react.devsblink.com/course-style-3	C:/Users/HP1/Documents/Workspace/Battle/templateSchool/edublink.react.devsblink.com/course-style-3.html	(from https://edublink.react.devsblink.com/)
15:18:14	22835/22835	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Dec%202022%2008:08:49%20GMT	https://edublink.react.devsblink.com/course-style-4	C:/Users/HP1/Documents/Workspace/Battle/templateSchool/edublink.react.devsblink.com/course-style-4.html	(from https://edublink.react.devsblink.com/)
15:18:14	22990/22990	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Dec%202022%2008:08:49%20GMT	https://edublink.react.devsblink.com/course-style-5	C:/Users/HP1/Documents/Workspace/Battle/templateSchool/edublink.react.devsblink.com/course-style-5.html	(from https://edublink.react.devsblink.com/)
15:18:15	30561/30561	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Dec%202022%2008:08:49%20GMT	https://edublink.react.devsblink.com/course-details	C:/Users/HP1/Documents/Workspace/Battle/templateSchool/edublink.react.devsblink.com/course-details.html	(from https://edublink.react.devsblink.com/)
15:18:15	32838/32838	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Dec%202022%2008:08:49%20GMT	https://edublink.react.devsblink.com/course-details-2	C:/Users/HP1/Documents/Workspace/Battle/templateSchool/edublink.react.devsblink.com/course-details-2.html	(from https://edublink.react.devsblink.com/)
15:18:15	24652/24652	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Dec%202022%2008:08:49%20GMT	https://edublink.react.devsblink.com/course-details-3	C:/Users/HP1/Documents/Workspace/Battle/templateSchool/edublink.react.devsblink.com/course-details-3.html	(from https://edublink.react.devsblink.com/)
15:18:16	26597/26597	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Dec%202022%2008:08:49%20GMT	https://edublink.react.devsblink.com/blog-standard	C:/Users/HP1/Documents/Workspace/Battle/templateSchool/edublink.react.devsblink.com/blog-standard.html	(from https://edublink.react.devsblink.com/)
15:18:16	24957/24957	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Dec%202022%2008:08:49%20GMT	https://edublink.react.devsblink.com/blog-masonry	C:/Users/HP1/Documents/Workspace/Battle/templateSchool/edublink.react.devsblink.com/blog-masonry.html	(from https://edublink.react.devsblink.com/)
15:18:16	25990/25990	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Dec%202022%2008:08:49%20GMT	https://edublink.react.devsblink.com/blog-list	C:/Users/HP1/Documents/Workspace/Battle/templateSchool/edublink.react.devsblink.com/blog-list.html	(from https://edublink.react.devsblink.com/)
15:18:16	27621/27621	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Dec%202022%2008:08:49%20GMT	https://edublink.react.devsblink.com/blog-details	C:/Users/HP1/Documents/Workspace/Battle/templateSchool/edublink.react.devsblink.com/blog-details.html	(from https://edublink.react.devsblink.com/)
15:18:18	18847/18847	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Dec%202022%2008:08:49%20GMT	https://edublink.react.devsblink.com/contact-us	C:/Users/HP1/Documents/Workspace/Battle/templateSchool/edublink.react.devsblink.com/contact-us.html	(from https://edublink.react.devsblink.com/)
15:18:18	19201/19201	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Dec%202022%2008:08:49%20GMT	https://edublink.react.devsblink.com/contact-me	C:/Users/HP1/Documents/Workspace/Battle/templateSchool/edublink.react.devsblink.com/contact-me.html	(from https://edublink.react.devsblink.com/)
15:18:18	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2003%20Nov%202023%2014:18:20%20GMT	https://edublink.react.devsblink.com/shop	C:/Users/HP1/Documents/Workspace/Battle/templateSchool/edublink.react.devsblink.com/shop	(from https://edublink.react.devsblink.com/)
15:18:18	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2003%20Nov%202023%2014:18:20%20GMT	https://edublink.react.devsblink.com/product-details	C:/Users/HP1/Documents/Workspace/Battle/templateSchool/edublink.react.devsblink.com/product-details	(from https://edublink.react.devsblink.com/)
15:18:19	1943/1943	---M--	200	added ('OK')	image/png	date:Sun,%2018%20Dec%202022%2008:08:48%20GMT	https://edublink.react.devsblink.com/assets/images/about/shape-13.png	C:/Users/HP1/Documents/Workspace/Battle/templateSchool/edublink.react.devsblink.com/assets/images/about/shape-13.png	(from https://edublink.react.devsblink.com/)
15:18:19	15417/15417	---M--	200	added ('OK')	image/png	date:Sun,%2018%20Dec%202022%2008:08:48%20GMT	https://edublink.react.devsblink.com/assets/images/banner/author-1.png	C:/Users/HP1/Documents/Workspace/Battle/templateSchool/edublink.react.devsblink.com/assets/images/banner/author-1.png	(from https://edublink.react.devsblink.com/)
15:18:19	40132/40132	---M--	200	added ('OK')	image/webp	date:Sun,%2018%20Dec%202022%2008:08:48%20GMT	https://edublink.react.devsblink.com/assets/images/banner/girl-1.webp	C:/Users/HP1/Documents/Workspace/Battle/templateSchool/edublink.react.devsblink.com/assets/images/banner/girl-1.webp	(from https://edublink.react.devsblink.com/)
15:18:20	3339/3339	---M--	200	added ('OK')	image/png	date:Sun,%2018%20Dec%202022%2008:08:48%20GMT	https://edublink.react.devsblink.com/assets/images/about/shape-15.png	C:/Users/HP1/Documents/Workspace/Battle/templateSchool/edublink.react.devsblink.com/assets/images/about/shape-15.png	(from https://edublink.react.devsblink.com/)
15:18:20	2010/2010	---M--	200	added ('OK')	image/png	date:Sun,%2018%20Dec%202022%2008:08:48%20GMT	https://edublink.react.devsblink.com/assets/images/about/shape-16.png	C:/Users/HP1/Documents/Workspace/Battle/templateSchool/edublink.react.devsblink.com/assets/images/about/shape-16.png	(from https://edublink.react.devsblink.com/)
15:18:21	7004/7004	---M--	200	added ('OK')	image/png	date:Sun,%2018%20Dec%202022%2008:08:48%20GMT	https://edublink.react.devsblink.com/assets/images/counterup/shape-02.png	C:/Users/HP1/Documents/Workspace/Battle/templateSchool/edublink.react.devsblink.com/assets/images/counterup/shape-02.png	(from https://edublink.react.devsblink.com/)
15:18:21	2475/2475	---M--	200	added ('OK')	image/png	date:Sun,%2018%20Dec%202022%2008:08:48%20GMT	https://edublink.react.devsblink.com/assets/images/about/shape-18.png	C:/Users/HP1/Documents/Workspace/Battle/templateSchool/edublink.react.devsblink.com/assets/images/about/shape-18.png	(from https://edublink.react.devsblink.com/)
15:18:21	1229/1229	---M--	200	added ('OK')	image/png	date:Sun,%2018%20Dec%202022%2008:08:48%20GMT	https://edublink.react.devsblink.com/assets/images/about/h-1-shape-01.png	C:/Users/HP1/Documents/Workspace/Battle/templateSchool/edublink.react.devsblink.com/assets/images/about/h-1-shape-01.png	(from https://edublink.react.devsblink.com/)
15:18:22	23584/23584	---M--	200	added ('OK')	image/webp	date:Sun,%2018%20Dec%202022%2008:08:48%20GMT	https://edublink.react.devsblink.com/assets/images/about/about-01.webp	C:/Users/HP1/Documents/Workspace/Battle/templateSchool/edublink.react.devsblink.com/assets/images/about/about-01.webp	(from https://edublink.react.devsblink.com/)
15:18:22	7942/7942	---M--	200	added ('OK')	image/webp	date:Sun,%2018%20Dec%202022%2008:08:48%20GMT	https://edublink.react.devsblink.com/assets/images/about/about-02.webp	C:/Users/HP1/Documents/Workspace/Battle/templateSchool/edublink.react.devsblink.com/assets/images/about/about-02.webp	(from https://edublink.react.devsblink.com/)
15:18:22	3397/3397	---M--	200	added ('OK')	image/png	date:Sun,%2018%20Dec%202022%2008:08:48%20GMT	https://edublink.react.devsblink.com/assets/images/about/shape-36.png	C:/Users/HP1/Documents/Workspace/Battle/templateSchool/edublink.react.devsblink.com/assets/images/about/shape-36.png	(from https://edublink.react.devsblink.com/)
15:18:22	1056/1056	---M--	200	added ('OK')	image/png	date:Sun,%2018%20Dec%202022%2008:08:48%20GMT	https://edublink.react.devsblink.com/assets/images/about/shape-37.png	C:/Users/HP1/Documents/Workspace/Battle/templateSchool/edublink.react.devsblink.com/assets/images/about/shape-37.png	(from https://edublink.react.devsblink.com/)
15:18:23	2417/2417	---M--	200	added ('OK')	image/png	date:Sun,%2018%20Dec%202022%2008:08:48%20GMT	https://edublink.react.devsblink.com/assets/images/about/shape-02.png	C:/Users/HP1/Documents/Workspace/Battle/templateSchool/edublink.react.devsblink.com/assets/images/about/shape-02.png	(from https://edublink.react.devsblink.com/)
15:18:23	30573/30573	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Dec%202022%2008:08:49%20GMT	https://edublink.react.devsblink.com/course-details/1	C:/Users/HP1/Documents/Workspace/Battle/templateSchool/edublink.react.devsblink.com/course-details/1.html	(from https://edublink.react.devsblink.com/)
15:18:24	30584/30584	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Dec%202022%2008:08:49%20GMT	https://edublink.react.devsblink.com/course-details/2	C:/Users/HP1/Documents/Workspace/Battle/templateSchool/edublink.react.devsblink.com/course-details/2.html	(from https://edublink.react.devsblink.com/)
15:18:24	21666/21666	---M--	200	added ('OK')	image/jpeg	date:Sun,%2018%20Dec%202022%2008:08:49%20GMT	https://edublink.react.devsblink.com/assets/images/course/course-01/course-01.jpg	C:/Users/HP1/Documents/Workspace/Battle/templateSchool/edublink.react.devsblink.com/assets/images/course/course-01/course-01.jpg	(from https://edublink.react.devsblink.com/)
15:18:24	22102/22102	---M--	200	added ('OK')	image/jpeg	date:Sun,%2018%20Dec%202022%2008:08:49%20GMT	https://edublink.react.devsblink.com/assets/images/course/course-01/course-02.jpg	C:/Users/HP1/Documents/Workspace/Battle/templateSchool/edublink.react.devsblink.com/assets/images/course/course-01/course-02.jpg	(from https://edublink.react.devsblink.com/)
